"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors"
"sailing-instructions","25","452032","0.0-5.0-0.1-4.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","26","506060","0.0-5.0-0.1-5.1","","","","","","","","","","5934","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0"
"sailing-instructions","27","597957","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","28","611224","0.0-6.0-0.0-1.0","","","","","","","","","","12138","","","","","","","","","","","","","","[""true"",""false"",""true""]","0"
"sailing-instructions","29","633991","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","30","639407","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","2766","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","31","643898","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","1477","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","32","648332","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1846","","2","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","33","661633","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","10813","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-comprehension","34","669103","0.0-7.0-0.0-2.0","","","","","","","","","","5964","","","","","","","","","","","","","","[""true""]","1"
"sailing-instructions","35","704771","0.0-7.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","36","708685","0.0-7.0-0.1-1.1-0.1","","","","false","","","","","","","","","","null","","1469","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","37","716666","0.0-7.0-0.1-1.1-1.1","","","","false","","","","","","","","","","null","","2359","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","38","719482","0.0-7.0-0.1-1.1-2.1","","","","false","","","","","","","","","","null","","740","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","39","733899","0.0-7.0-0.1-1.1-3.1","","","","false","","","","","","","","","","null","","2191","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-comprehension","40","744455","0.0-7.0-0.1-2.1","","","","","","","","","","8620","","","","","","","","","","","","","","[""false""]","0"
"sailing-instructions","41","756750","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","42","760696","0.0-8.0-0.0-1.0","","","","","","","","","","2832","","","","","","","","","","","","","","[""true""]","0"
"sailing-instructions","43","789400","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","44","796769","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1846","","2011","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","45","803285","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1966","","1125","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","46","807009","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1806","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","47","811867","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","600","","711","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","48","815184","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1198","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","49","820374","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","1081.9999999998836","","972","","0","0","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","",""
"sailing-instructions","50","848867","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","51","854752","0.0-11.0-0.0","","","","false","","","","","","","","","","1962.0000000001164","","475","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","52","858121","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1390","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","53","862590","0.0-11.0-2.0","","","","false","","","","","","","","","","719","","495.9999999998836","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","54","865652","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","1127","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","55","869765","0.0-11.0-4.0","","","","false","","","","","","","","","","716","","37","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","56","873351","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","1394","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","57","878189","0.0-11.0-6.0","","","","false","","","","","","","","","","1226","","714","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","58","881179","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","1236.0000000001164","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","59","884589","0.0-11.0-8.0","","","","false","","","","","","","","","","226","","798.9999999998836","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","60","887323","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","952","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","61","893069","0.0-11.0-10.0","","","","false","","","","","","","","","","1340","","939","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","62","896021","0.0-11.0-11.0","","","","false","","","","","","","","","","null","","1080","","1","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","63","900685","0.0-11.0-12.0","","","","false","","","","","","","","","","621","","406","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","64","904568","0.0-11.0-13.0","","","","false","","","","","","","","","","null","","1305","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","65","908550","0.0-11.0-14.0","","","","false","","","","","","","","","","761.0000000001164","","170","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","66","911956","0.0-11.0-15.0","","","","false","","","","","","","","","","null","","1519","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","67","915624","0.0-11.0-16.0","","","","false","","","","","","","","","","379","","212","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","68","918585","0.0-11.0-17.0","","","","false","","","","","","","","","","null","","1031","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","69","923702","0.0-11.0-18.0","","","","false","","","","","","","","","","1181","","323","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","70","926919","0.0-11.0-19.0","","","","false","","","","","","","","","","null","","1482","","1","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","71","930863","0.0-11.0-20.0","","","","false","","","","","","","","","","593.0000000001164","","285.9999999998836","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","72","933730","0.0-11.0-21.0","","","","false","","","","","","","","","","null","","1138.0000000001164","","2","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","73","938423","0.0-11.0-22.0","","","","false","","","","","","","","","","701","","1036.0000000001164","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","74","940933","0.0-11.0-23.0","","","","false","","","","","","","","","","null","","962","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","75","945142","0.0-11.0-24.0","","","","false","","","","","","","","","","512","","719.9999999998836","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","76","947793","0.0-11.0-25.0","","","","false","","","","","","","","","","null","","905","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","77","952919","0.0-11.0-26.0","","","","false","","","","","","","","","","1243","","212.00000000011642","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","78","956252","0.0-11.0-27.0","","","","false","","","","","","","","","","null","","960.9999999998836","","3","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","79","961220","0.0-11.0-28.0","","","","false","","","","","","","","","","1177","","374.0000000001164","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","80","964657","0.0-11.0-29.0","","","","false","","","","","","","","","","null","","1633","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","81","969370","0.0-11.0-30.0","","","","false","","","","","","","","","","509","","592","","2","1","arrowright","1","arrowleft","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","82","971554","0.0-11.0-31.0","","","","false","","","","","","","","","","null","","646","","3","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","83","975720","0.0-11.0-32.0","","","","false","","","","","","","","","","596.9999999998836","","589","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","84","977996","0.0-11.0-33.0","","","","false","","","","","","","","","","null","","718","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","85","982935","0.0-11.0-34.0","","","","false","","","","","","","","","","898","","582","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","86","985397","0.0-11.0-35.0","","","","false","","","","","","","","","","null","","807","","3","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","87","989908","0.0-11.0-36.0","","","","false","","","","","","","","","","936","","571","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","88","992641","0.0-11.0-37.0","","","","false","","","","","","","","","","null","","1089","","2","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","89","996802","0.0-11.0-38.0","","","","false","","","","","","","","","","433","","365","","3","1","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","90","999417","0.0-11.0-39.0","","","","false","","","","","","","","","","null","","958","","2","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","",""
"sailing-trial","91","1003619","0.0-11.0-40.0","","","","false","","","","","","","","","","750","","101","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","92","1006558","0.0-11.0-41.0","","","","false","","","","","","","","","","null","","1536.0000000001164","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","93","1010731","0.0-11.0-42.0","","","","false","","","","","","","","","","468.0000000001164","","502","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","94","1014653","0.0-11.0-43.0","","","","false","","","","","","","","","","null","","1526.0000000001164","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","95","1020561","0.0-11.0-44.0","","","","false","","","","","","","","","","1568","","174.00000000011642","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","96","1023108","0.0-11.0-45.0","","","","false","","","","","","","","","","null","","1057","","2","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","97","1028270","0.0-11.0-46.0","","","","false","","","","","","","","","","1347.9999999998836","","286.0000000001164","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","98","1032637","0.0-11.0-47.0","","","","false","","","","","","","","","","null","","2193","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","99","1038387","0.0-11.0-48.0","","","","false","","","","","","","","","","567","","395.9999999998836","","3","1","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","100","1043005","0.0-11.0-49.0","","","","false","","","","","","","","","","null","","2684","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","101","1048470","0.0-11.0-50.0","","","","false","","","","","","","","","","880.9999999998836","","407","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","102","1051787","0.0-11.0-51.0","","","","false","","","","","","","","","","null","","1154","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","103","1059469","0.0-11.0-52.0","","","","false","","","","","","","","","","1565","","1338","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","104","1064104","0.0-11.0-53.0","","","","false","","","","","","","","","","null","","2523","","0","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","105","1072871","0.0-11.0-54.0","","","","false","","","","","","","","","","1699","","584","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","106","1077270","0.0-11.0-55.0","","","","false","","","","","","","","","","null","","2116","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","107","1082138","0.0-11.0-56.0","","","","false","","","","","","","","","","968","","217","","3","1","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","108","1085071","0.0-11.0-57.0","","","","false","","","","","","","","","","null","","814","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","109","1100787","0.0-11.0-58.0","","","","false","","","","","","","","","","1063","","4201.000000000233","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","110","1104874","0.0-11.0-59.0","","","","false","","","","","","","","","","null","","1058","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","111","1109904","0.0-11.0-60.0","","","","false","","","","","","","","","","814","","596","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","112","1113254","0.0-11.0-61.0","","","","false","","","","","","","","","","null","","1124","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","113","1117014","0.0-11.0-62.0","","","","false","","","","","","","","","","407","","269","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","114","1119434","0.0-11.0-63.0","","","","false","","","","","","","","","","null","","544.9999999997672","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","115","1124187","0.0-11.0-64.0","","","","false","","","","","","","","","","480","","842.9999999997672","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","116","1127955","0.0-11.0-65.0","","","","false","","","","","","","","","","null","","1532","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","117","1134504","0.0-11.0-66.0","","","","false","","","","","","","","","","2933","","187","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","118","1139351","0.0-11.0-67.0","","","","false","","","","","","","","","","null","","2894","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","119","1143755","0.0-11.0-68.0","","","","false","","","","","","","","","","594","","59","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","120","1147838","0.0-11.0-69.0","","","","false","","","","","","","","","","null","","1666","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","121","1153450","0.0-11.0-70.0","","","","false","","","","","","","","","","1876","","290","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","122","1155994","0.0-11.0-71.0","","","","false","","","","","","","","","","null","","555","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","123","1163355","0.0-11.0-72.0","","","","false","","","","","","","","","","2760.000000000233","","307","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","124","1166637","0.0-11.0-73.0","","","","false","","","","","","","","","","null","","1176","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","125","1177055","0.0-11.0-74.0","","","","false","","","","","","","","","","2352","","2260.999999999767","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","126","1180839","0.0-11.0-75.0","","","","false","","","","","","","","","","null","","1642","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","127","1185989","0.0-11.0-76.0","","","","false","","","","","","","","","","517","","447","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","128","1188408","0.0-11.0-77.0","","","","false","","","","","","","","","","null","","534","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","129","1192805","0.0-11.0-78.0","","","","false","","","","","","","","","","717","","206.99999999976717","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","130","1195208","0.0-11.0-79.0","","","","false","","","","","","","","","","null","","713","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","131","1200116","0.0-11.0-80.0","","","","false","","","","","","","","","","756","","1235","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","132","1202870","0.0-11.0-81.0","","","","false","","","","","","","","","","null","","1079","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","133","1206613","0.0-11.0-82.0","","","","false","","","","","","","","","","384.99999999976717","","305","","3","0","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","134","1208960","0.0-11.0-83.0","","","","false","","","","","","","","","","null","","833","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","135","1213621","0.0-11.0-84.0","","","","false","","","","","","","","","","925","","191","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","136","1216755","0.0-11.0-85.0","","","","false","","","","","","","","","","null","","798","","2","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","137","1225289","0.0-11.0-86.0","","","","false","","","","","","","","","","3605","","1438","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","138","1228139","0.0-11.0-87.0","","","","false","","","","","","","","","","null","","711","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","139","1233138","0.0-11.0-88.0","","","","false","","","","","","","","","","1156","","277","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","140","1235798","0.0-11.0-89.0","","","","false","","","","","","","","","","null","","999","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","141","1240305","0.0-11.0-90.0","","","","false","","","","","","","","","","1097","","21","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","142","1242939","0.0-11.0-91.0","","","","false","","","","","","","","","","null","","594.0000000002328","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","143","1246990","0.0-11.0-92.0","","","","false","","","","","","","","","","658","","264","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","144","1249298","0.0-11.0-93.0","","","","false","","","","","","","","","","null","","598","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","145","1253161","0.0-11.0-94.0","","","","false","","","","","","","","","","408.00000000023283","","486","","3","0","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","146","1255455","0.0-11.0-95.0","","","","false","","","","","","","","","","null","","407","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","147","1260866","0.0-11.0-96.0","","","","false","","","","","","","","","","943","","1464.0000000002328","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","148","1264018","0.0-11.0-97.0","","","","false","","","","","","","","","","null","","1382","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","149","1268839","0.0-11.0-98.0","","","","false","","","","","","","","","","975","","312","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","150","1272273","0.0-11.0-99.0","","","","false","","","","","","","","","","null","","1235.9999999997672","","1","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","151","1277439","0.0-11.0-100.0","","","","false","","","","","","","","","","1401.9999999997672","","223.99999999976717","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","152","1280649","0.0-11.0-101.0","","","","false","","","","","","","","","","null","","1284","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","153","1285339","0.0-11.0-102.0","","","","false","","","","","","","","","","966","","223","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","154","1289355","0.0-11.0-103.0","","","","false","","","","","","","","","","null","","1750","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","155","1293783","0.0-11.0-104.0","","","","false","","","","","","","","","","1253","","187.99999999976717","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","156","1296631","0.0-11.0-105.0","","","","false","","","","","","","","","","null","","991","","3","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","157","1301872","0.0-11.0-106.0","","","","false","","","","","","","","","","1229","","104","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","158","1304924","0.0-11.0-107.0","","","","false","","","","","","","","","","null","","983","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","159","1309300","0.0-11.0-108.0","","","","false","","","","","","","","","","1072","","287","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","160","1313190","0.0-11.0-109.0","","","","false","","","","","","","","","","null","","875","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","161","1318872","0.0-11.0-110.0","","","","false","","","","","","","","","","2213","","85","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","162","1321540","0.0-11.0-111.0","","","","false","","","","","","","","","","null","","643","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","163","1326011","0.0-11.0-112.0","","","","false","","","","","","","","","","1206","","388","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","164","1329046","0.0-11.0-113.0","","","","false","","","","","","","","","","null","","767","","1","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","165","1333106","0.0-11.0-114.0","","","","false","","","","","","","","","","435","","496","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","166","1335528","0.0-11.0-115.0","","","","false","","","","","","","","","","null","","714.0000000002328","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","167","1339577","0.0-11.0-116.0","","","","false","","","","","","","","","","445","","12","","3","0","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
