"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","browser_interaction","low_quality","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"sailing-trial","29","324748","0.0-9.0-0.0-1.0-1.0","","","","","","false","","","","","","","","56","","864","","0","0","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","30","328828","0.0-9.0-0.0-1.0-2.0","","","","","","false","","","","","","","","null","","1436","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","334573","0.0-9.0-0.0-1.0-3.0","","","","","","false","","","","","","","","1580","","891","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","339069","0.0-9.0-0.0-1.0-4.0","","","","","","false","","","","","","","","null","","2379","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","343937","0.0-9.0-0.0-1.0-5.0","","","","","","false","","","","","","","","1210","","214","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-instructions","34","367352","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","35","373021","0.0-11.0-0.0","","","","","","false","","","","","","","","1348","","356","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","36","376075","0.0-11.0-1.0","","","","","","false","","","","","","","","null","","1232","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","37","380391","0.0-11.0-2.0","","","","","","false","","","","","","","","976","","237","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","38","383582","0.0-11.0-3.0","","","","","","false","","","","","","","","null","","1250","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","39","387116","0.0-11.0-4.0","","","","","","false","","","","","","","","814","","264","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","40","390193","0.0-11.0-5.0","","","","","","false","","","","","","","","null","","988","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","41","394241","0.0-11.0-6.0","","","","","","false","","","","","","","","609","","374","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","42","397123","0.0-11.0-7.0","","","","","","false","","","","","","","","null","","1303","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","43","401404","0.0-11.0-8.0","","","","","","false","","","","","","","","596","","1177","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","44","404679","0.0-11.0-9.0","","","","","","false","","","","","","","","null","","1087","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","45","408812","0.0-11.0-10.0","","","","","","false","","","","","","","","558","","373","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","46","411380","0.0-11.0-11.0","","","","","","false","","","","","","","","null","","991","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","47","416911","0.0-11.0-12.0","","","","","","false","","","","","","","","528","","808","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","48","419725","0.0-11.0-13.0","","","","","","false","","","","","","","","null","","1203","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","49","424347","0.0-11.0-14.0","","","","","","false","","","","","","","","679","","998","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","50","426809","0.0-11.0-15.0","","","","","","false","","","","","","","","null","","1094","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","51","431943","0.0-11.0-16.0","","","","","","false","","","","","","","","574","","463","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","52","434059","0.0-11.0-17.0","","","","","","false","","","","","","","","null","","507","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","53","438361","0.0-11.0-18.0","","","","","","false","","","","","","","","773","","476","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","54","441997","0.0-11.0-19.0","","","","","","false","","","","","","","","null","","1266","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","55","445444","0.0-11.0-20.0","","","","","","false","","","","","","","","577","","245","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","56","447839","0.0-11.0-21.0","","","","","","false","","","","","","","","null","","995","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","57","451978","0.0-11.0-22.0","","","","","","false","","","","","","","","707","","45","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","58","454001","0.0-11.0-23.0","","","","","","false","","","","","","","","null","","631","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","59","457879","0.0-11.0-24.0","","","","","","false","","","","","","","","1228","","129","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","60","459041","0.0-11.0-25.0","","","","","","false","","","","","","","","null","","117","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","61","462062","0.0-11.0-26.0","","","","","","false","","","","","","","","459","","398","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","62","465079","0.0-11.0-27.0","","","","","","false","","","","","","","","null","","1014","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","63","468547","0.0-11.0-28.0","","","","","","false","","","","","","","","202","","277","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","64","471020","0.0-11.0-29.0","","","","","","false","","","","","","","","null","","1040","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","65","474412","0.0-11.0-30.0","","","","","","false","","","","","","","","530","","179","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","66","477304","0.0-11.0-31.0","","","","","","false","","","","","","","","null","","1136","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","67","481114","0.0-11.0-32.0","","","","","","false","","","","","","","","215","","263","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","68","483849","0.0-11.0-33.0","","","","","","false","","","","","","","","null","","1513","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","69","487818","0.0-11.0-34.0","","","","","","false","","","","","","","","513","","227","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","70","490832","0.0-11.0-35.0","","","","","","false","","","","","","","","null","","930","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","71","496353","0.0-11.0-36.0","","","","","","false","","","","","","","","1062","","132","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","72","499782","0.0-11.0-37.0","","","","","","false","","","","","","","","null","","1125","","3","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","73","503920","0.0-11.0-38.0","","","","","","false","","","","","","","","790","","144","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","74","507101","0.0-11.0-39.0","","","","","","false","","","","","","","","null","","950","","1","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","75","510175","0.0-11.0-40.0","","","","","","false","","","","","","","","382","","244","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","76","512901","0.0-11.0-41.0","","","","","","false","","","","","","","","null","","984","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","77","518704","0.0-11.0-42.0","","","","","","false","","","","","","","","767","","211","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","78","520833","0.0-11.0-43.0","","","","","","false","","","","","","","","null","","701","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","79","524772","0.0-11.0-44.0","","","","","","false","","","","","","","","550","","198","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","80","527136","0.0-11.0-45.0","","","","","","false","","","","","","","","null","","938","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","81","530488","0.0-11.0-46.0","","","","","","false","","","","","","","","596","","344","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","82","533009","0.0-11.0-47.0","","","","","","false","","","","","","","","null","","405","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","83","536325","0.0-11.0-48.0","","","","","","false","","","","","","","","590","","46","","3","0","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","84","538865","0.0-11.0-49.0","","","","","","false","","","","","","","","null","","992","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","85","542804","0.0-11.0-50.0","","","","","","false","","","","","","","","533","","342","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","86","545854","0.0-11.0-51.0","","","","","","false","","","","","","","","null","","1058","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","87","549657","0.0-11.0-52.0","","","","","","false","","","","","","","","851","","303","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","88","552161","0.0-11.0-53.0","","","","","","false","","","","","","","","null","","1012","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","89","555369","0.0-11.0-54.0","","","","","","false","","","","","","","","250","","134","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","90","558873","0.0-11.0-55.0","","","","","","false","","","","","","","","null","","1476","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","91","562163","0.0-11.0-56.0","","","","","","false","","","","","","","","510","","166","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","92","566073","0.0-11.0-57.0","","","","","","false","","","","","","","","null","","1132","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","93","570207","0.0-11.0-58.0","","","","","","false","","","","","","","","728","","220","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","94","573263","0.0-11.0-59.0","","","","","","false","","","","","","","","null","","1039","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","95","578579","0.0-11.0-60.0","","","","","","false","","","","","","","","1211","","40","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","96","581263","0.0-11.0-61.0","","","","","","false","","","","","","","","null","","765","","1","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","97","584924","0.0-11.0-62.0","","","","","","false","","","","","","","","712","","244","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","98","586897","0.0-11.0-63.0","","","","","","false","","","","","","","","null","","71","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","99","590776","0.0-11.0-64.0","","","","","","false","","","","","","","","584","","11","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","100","593334","0.0-11.0-65.0","","","","","","false","","","","","","","","null","","1056","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","101","596198","0.0-11.0-66.0","","","","","","false","","","","","","","","604","","158","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","102","599210","0.0-11.0-67.0","","","","","","false","","","","","","","","null","","923","","0","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","103","603096","0.0-11.0-68.0","","","","","","false","","","","","","","","600","","18","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","104","606489","0.0-11.0-69.0","","","","","","false","","","","","","","","null","","862","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","105","610709","0.0-11.0-70.0","","","","","","false","","","","","","","","928","","575","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","106","613634","0.0-11.0-71.0","","","","","","false","","","","","","","","null","","1227","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","107","617060","0.0-11.0-72.0","","","","","","false","","","","","","","","512","","419","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","108","620295","0.0-11.0-73.0","","","","","","false","","","","","","","","null","","1125","","1","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","109","623850","0.0-11.0-74.0","","","","","","false","","","","","","","","777","","7","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","110","626946","0.0-11.0-75.0","","","","","","false","","","","","","","","null","","1000","","1","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","111","630966","0.0-11.0-76.0","","","","","","false","","","","","","","","749","","11","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","112","634179","0.0-11.0-77.0","","","","","","false","","","","","","","","null","","987","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","113","637450","0.0-11.0-78.0","","","","","","false","","","","","","","","695","","60","","1","0","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","114","639613","0.0-11.0-79.0","","","","","","false","","","","","","","","null","","581","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","115","643097","0.0-11.0-80.0","","","","","","false","","","","","","","","838","","67","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","116","646013","0.0-11.0-81.0","","","","","","false","","","","","","","","null","","618","","0","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","117","650448","0.0-11.0-82.0","","","","","","false","","","","","","","","754","","591","","2","1","arrowright","1","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","118","653635","0.0-11.0-83.0","","","","","","false","","","","","","","","null","","1071","","1","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","119","658027","0.0-11.0-84.0","","","","","","false","","","","","","","","639","","939","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","120","661499","0.0-11.0-85.0","","","","","","false","","","","","","","","null","","1023","","1","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","121","665615","0.0-11.0-86.0","","","","","","false","","","","","","","","641","","1009","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","122","668317","0.0-11.0-87.0","","","","","","false","","","","","","","","null","","701","","3","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","123","672753","0.0-11.0-88.0","","","","","","false","","","","","","","","1044","","230","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","124","675013","0.0-11.0-89.0","","","","","","false","","","","","","","","null","","809","","2","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","125","678268","0.0-11.0-90.0","","","","","","false","","","","","","","","540","","192","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","126","681337","0.0-11.0-91.0","","","","","","false","","","","","","","","null","","924","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","127","685160","0.0-11.0-92.0","","","","","","false","","","","","","","","768","","487","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","128","687635","0.0-11.0-93.0","","","","","","false","","","","","","","","null","","946","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","129","691353","0.0-11.0-94.0","","","","","","false","","","","","","","","702","","39","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","130","693405","0.0-11.0-95.0","","","","","","false","","","","","","","","null","","564","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","131","696991","0.0-11.0-96.0","","","","","","false","","","","","","","","606","","436","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","132","700074","0.0-11.0-97.0","","","","","","false","","","","","","","","null","","979","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","133","703869","0.0-11.0-98.0","","","","","","false","","","","","","","","597","","159","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","134","707854","0.0-11.0-99.0","","","","","","false","","","","","","","","null","","879","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","135","711426","0.0-11.0-100.0","","","","","","false","","","","","","","","699","","333","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","136","714454","0.0-11.0-101.0","","","","","","false","","","","","","","","null","","14","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","137","718960","0.0-11.0-102.0","","","","","","false","","","","","","","","678","","259","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","138","721791","0.0-11.0-103.0","","","","","","false","","","","","","","","null","","1468","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","139","724334","0.0-11.0-104.0","","","","","","false","","","","","","","","166","","148","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","140","726750","0.0-11.0-105.0","","","","","","false","","","","","","","","null","","861","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","141","729718","0.0-11.0-106.0","","","","","","false","","","","","","","","452","","11","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","142","732782","0.0-11.0-107.0","","","","","","false","","","","","","","","null","","955","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","143","736592","0.0-11.0-108.0","","","","","","false","","","","","","","","471","","277","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","144","740663","0.0-11.0-109.0","","","","","","false","","","","","","","","null","","994","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","145","744809","0.0-11.0-110.0","","","","","","false","","","","","","","","688","","425","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","146","748229","0.0-11.0-111.0","","","","","","false","","","","","","","","null","","1164","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","147","751575","0.0-11.0-112.0","","","","","","false","","","","","","","","794","","66","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","148","754392","0.0-11.0-113.0","","","","","","false","","","","","","","","null","","806","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","149","758945","0.0-11.0-114.0","","","","","","false","","","","","","","","867","","69","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","150","762509","0.0-11.0-115.0","","","","","","false","","","","","","","","null","","929","","3","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","151","766343","0.0-11.0-116.0","","","","","","false","","","","","","","","697","","102","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","152","770142","0.0-11.0-117.0","","","","","","false","","","","","","","","null","","1262","","2","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","153","773747","0.0-11.0-118.0","","","","","","false","","","","","","","","487","","182","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","154","776582","0.0-11.0-119.0","","","","","","false","","","","","","","","null","","884","","3","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","155","779703","0.0-11.0-120.0","","","","","","false","","","","","","","","585","","90","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","156","781984","0.0-11.0-121.0","","","","","","false","","","","","","","","null","","831","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","157","785862","0.0-11.0-122.0","","","","","","false","","","","","","","","494","","378","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","158","789016","0.0-11.0-123.0","","","","","","false","","","","","","","","null","","847","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","159","793300","0.0-11.0-124.0","","","","","","false","","","","","","","","679","","402","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","160","796112","0.0-11.0-125.0","","","","","","false","","","","","","","","null","","923","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","161","799491","0.0-11.0-126.0","","","","","","false","","","","","","","","607","","167","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","162","802463","0.0-11.0-127.0","","","","","","false","","","","","","","","null","","954","","2","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","163","806163","0.0-11.0-128.0","","","","","","false","","","","","","","","504","","12","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","164","809263","0.0-11.0-129.0","","","","","","false","","","","","","","","null","","1058","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","165","812996","0.0-11.0-130.0","","","","","","false","","","","","","","","591","","36","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","166","816196","0.0-11.0-131.0","","","","","","false","","","","","","","","null","","1084","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
