"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","browser_interaction","low_quality","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"sailing-trial","24","3861433","0.0-7.0-0.0-1.0-2.0","","","","","","false","","","","","","","","null","","1243.9000000059605","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","25","3863897","0.0-7.0-0.0-1.0-3.0","","","","","","false","","","","","","","","null","","803.2000000178814","","3","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","26","3875024","0.0-7.0-0.0-2.0","","","","","","","","","","6805.5999999940395","","","","","","","","","","","","","","[""true""]","1",""
"sailing-instructions","27","3889392","0.0-7.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","28","3892858","0.0-7.0-0.1-1.1-0.1","","","","","","false","","","","","","","","null","","774.5999999940395","","0","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","29","3895608","0.0-7.0-0.1-1.1-1.1","","","","","","false","","","","","","","","null","","623.3999999761581","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","30","3898105","0.0-7.0-0.1-1.1-2.1","","","","","","false","","","","","","","","null","","855.2000000178814","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","3900825","0.0-7.0-0.1-1.1-3.1","","","","","","false","","","","","","","","null","","590.9000000059605","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","32","3906197","0.0-7.0-0.1-2.1","","","","","","","","","","4073.0999999940395","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","33","3917570","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","34","3924576","0.0-8.0-0.0-1.0","","","","","","","","","","3971.0999999940395","","","","","","","","","","","","","","[""false""]","1",""
"sailing-instructions","35","3936629","0.0-8.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","36","3939334","0.0-8.0-0.1-1.1","","","","","","","","","","1485.3999999761581","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","37","3963114","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","38","3971001","0.0-9.0-0.0-1.0-0.0","","","","","","false","","","","","","","","2311.9000000059605","","1125.9000000059605","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","39","3976714","0.0-9.0-0.0-1.0-1.0","","","","","","false","","","","","","","","1217.5","","1245.4000000059605","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","40","3980889","0.0-9.0-0.0-1.0-2.0","","","","","","false","","","","","","","","null","","1791.5","","0","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","41","3985689","0.0-9.0-0.0-1.0-3.0","","","","","","false","","","","","","","","1578.699999988079","","1.600000023841858","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","42","3989289","0.0-9.0-0.0-1.0-4.0","","","","","","false","","","","","","","","null","","1467.199999988079","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","43","3993401","0.0-9.0-0.0-1.0-5.0","","","","","","false","","","","","","","","898.0999999940395","","145.09999999403954","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-instructions","44","4022958","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","45","4030027","0.0-11.0-0.0","","","","","","false","","","","","","","","2403","","811","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","46","4033498","0.0-11.0-1.0","","","","","","false","","","","","","","","null","","1324.4000000059605","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","47","4038586","0.0-11.0-2.0","","","","","","false","","","","","","","","801","","1002.4000000059605","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","48","4041722","0.0-11.0-3.0","","","","","","false","","","","","","","","null","","1129.5999999940395","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","49","4046810","0.0-11.0-4.0","","","","","","false","","","","","","","","859.5999999940395","","1287.800000011921","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","50","4050025","0.0-11.0-5.0","","","","","","false","","","","","","","","null","","1296.7000000178814","","2","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","51","4054666","0.0-11.0-6.0","","","","","","false","","","","","","","","1039.9000000059605","","582.7000000178814","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","52","4057401","0.0-11.0-7.0","","","","","","false","","","","","","","","null","","1172.800000011921","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","53","4062874","0.0-11.0-8.0","","","","","","false","","","","","","","","1578.199999988079","","687.5","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","54","4065130","0.0-11.0-9.0","","","","","","false","","","","","","","","null","","800.9000000059605","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","55","4068825","0.0-11.0-10.0","","","","","","false","","","","","","","","707.5","","483.5","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","56","4071338","0.0-11.0-11.0","","","","","","false","","","","","","","","null","","844.5","","1","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","57","4075706","0.0-11.0-12.0","","","","","","false","","","","","","","","868.8000000119209","","601.4000000059605","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","58","4079099","0.0-11.0-13.0","","","","","","false","","","","","","","","null","","1458","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","59","4083674","0.0-11.0-14.0","","","","","","false","","","","","","","","811.5999999940395","","778.0999999940395","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","60","4086314","0.0-11.0-15.0","","","","","","false","","","","","","","","null","","1137.699999988079","","1","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","61","4090378","0.0-11.0-16.0","","","","","","false","","","","","","","","857.4000000059605","","729.8999999761581","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","62","4092618","0.0-11.0-17.0","","","","","","false","","","","","","","","null","","731.3000000119209","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","63","4096586","0.0-11.0-18.0","","","","","","false","","","","","","","","840.2999999821186","","107.7999999821186","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","64","4099372","0.0-11.0-19.0","","","","","","false","","","","","","","","null","","808.7999999821186","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","65","4104202","0.0-11.0-20.0","","","","","","false","","","","","","","","1175.2999999821186","","626.4000000059605","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","66","4107067","0.0-11.0-21.0","","","","","","false","","","","","","","","null","","929.0999999940395","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","67","4111658","0.0-11.0-22.0","","","","","","false","","","","","","","","1141.300000011921","","489.80000001192093","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","68","4114138","0.0-11.0-23.0","","","","","","false","","","","","","","","null","","957.5999999940395","","2","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","69","4119338","0.0-11.0-24.0","","","","","","false","","","","","","","","774.0999999940395","","1522.699999988079","","3","1","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","70","4122202","0.0-11.0-25.0","","","","","","false","","","","","","","","null","","944.0999999940395","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","71","4126634","0.0-11.0-26.0","","","","","","false","","","","","","","","804.5","","927","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","72","4129642","0.0-11.0-27.0","","","","","","false","","","","","","","","null","","986.7000000178814","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","73","4133338","0.0-11.0-28.0","","","","","","false","","","","","","","","775.1999999880791","","270.40000000596046","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","74","4137338","0.0-11.0-29.0","","","","","","false","","","","","","","","null","","2107.0999999940395","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","75","4141786","0.0-11.0-30.0","","","","","","false","","","","","","","","728","","730.4000000059605","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","76","4144058","0.0-11.0-31.0","","","","","","false","","","","","","","","null","","674.7000000178814","","2","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","77","4148170","0.0-11.0-32.0","","","","","","false","","","","","","","","723.7000000178814","","496.90000000596046","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","78","4151881","0.0-11.0-33.0","","","","","","false","","","","","","","","null","","1805.199999988079","","1","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","79","4155515","0.0-11.0-34.0","","","","","","false","","","","","","","","741.8000000119209","","424","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","80","4157946","0.0-11.0-35.0","","","","","","false","","","","","","","","null","","986.1000000238419","","2","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","81","4162202","0.0-11.0-36.0","","","","","","false","","","","","","","","861.0999999940395","","522.9000000059605","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","82","4164778","0.0-11.0-37.0","","","","","","false","","","","","","","","null","","1049.800000011921","","2","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","83","4168650","0.0-11.0-38.0","","","","","","false","","","","","","","","887.2000000178814","","110.59999999403954","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","84","4171097","0.0-11.0-39.0","","","","","","false","","","","","","","","null","","1008.0999999940395","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","85","4175050","0.0-11.0-40.0","","","","","","false","","","","","","","","703.3000000119209","","358.7999999821186","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","86","4178186","0.0-11.0-41.0","","","","","","false","","","","","","","","null","","1225","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","87","4182057","0.0-11.0-42.0","","","","","","false","","","","","","","","657.1000000238419","","321.90000000596046","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","88","4184425","0.0-11.0-43.0","","","","","","false","","","","","","","","null","","793.5","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","89","4188361","0.0-11.0-44.0","","","","","","false","","","","","","","","725.2999999821186","","509.7000000178814","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","90","4191482","0.0-11.0-45.0","","","","","","false","","","","","","","","null","","1359.4000000059605","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","91","4195721","0.0-11.0-46.0","","","","","","false","","","","","","","","924.2000000178814","","457.5","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","92","4197914","0.0-11.0-47.0","","","","","","false","","","","","","","","null","","737.7000000178814","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","93","4202090","0.0-11.0-48.0","","","","","","false","","","","","","","","618.1999999880791","","1098.9000000059605","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","94","4204697","0.0-11.0-49.0","","","","","","false","","","","","","","","null","","1226.6000000238419","","1","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","95","4208185","0.0-11.0-50.0","","","","","","false","","","","","","","","768.5","","25","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","96","4211708","0.0-11.0-51.0","","","","","","false","","","","","","","","null","","2072.5999999940395","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","97","4215770","0.0-11.0-52.0","","","","","","false","","","","","","","","626","","519.5999999940395","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","98","4218698","0.0-11.0-53.0","","","","","","false","","","","","","","","null","","1458","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","99","4222139","0.0-11.0-54.0","","","","","","false","","","","","","","","766.6999999880791","","172.7999999821186","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","100","4224442","0.0-11.0-55.0","","","","","","false","","","","","","","","null","","950.7999999821186","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","101","4227961","0.0-11.0-56.0","","","","","","false","","","","","","","","782.2000000178814","","265.60000002384186","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","102","4230266","0.0-11.0-57.0","","","","","","false","","","","","","","","null","","942","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","103","4234330","0.0-11.0-58.0","","","","","","false","","","","","","","","644.7000000178814","","511.09999999403954","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","104","4237338","0.0-11.0-59.0","","","","","","false","","","","","","","","null","","1110.199999988079","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","105","4242026","0.0-11.0-60.0","","","","","","false","","","","","","","","720.8000000119209","","1058.7999999821186","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","106","4244873","0.0-11.0-61.0","","","","","","false","","","","","","","","null","","1259.300000011921","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","107","4248714","0.0-11.0-62.0","","","","","","false","","","","","","","","693.5","","521.3000000119209","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","108","4251307","0.0-11.0-63.0","","","","","","false","","","","","","","","null","","1224.9000000059605","","3","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","109","4254411","0.0-11.0-64.0","","","","","","false","","","","","","","","527.8000000119209","","54.80000001192093","","3","0","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","110","4256953","0.0-11.0-65.0","","","","","","false","","","","","","","","null","","1075.699999988079","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","111","4260811","0.0-11.0-66.0","","","","","","false","","","","","","","","563.6999999880791","","428.59999999403954","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","112","4263354","0.0-11.0-67.0","","","","","","false","","","","","","","","null","","1145.800000011921","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","113","4267962","0.0-11.0-68.0","","","","","","false","","","","","","","","654.3000000119209","","1502.300000011921","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","114","4270185","0.0-11.0-69.0","","","","","","false","","","","","","","","null","","852.0999999940395","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","115","4273706","0.0-11.0-70.0","","","","","","false","","","","","","","","1049.5999999940395","","69.40000000596046","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","116","4275768","0.0-11.0-71.0","","","","","","false","","","","","","","","null","","539.9000000059605","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","117","4279193","0.0-11.0-72.0","","","","","","false","","","","","","","","764.1999999880791","","269.39999997615814","","3","0","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","118","4282025","0.0-11.0-73.0","","","","","","false","","","","","","","","null","","658.4000000059605","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","119","4285673","0.0-11.0-74.0","","","","","","false","","","","","","","","658.7999999821186","","341.69999998807907","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","120","4287706","0.0-11.0-75.0","","","","","","false","","","","","","","","null","","436.90000000596046","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","121","4292857","0.0-11.0-76.0","","","","","","false","","","","","","","","889.1999999880791","","210.59999999403954","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","122","4295769","0.0-11.0-77.0","","","","","","false","","","","","","","","null","","1066.5999999940395","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","123","4299257","0.0-11.0-78.0","","","","","","false","","","","","","","","631.3000000119209","","74.09999999403954","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","124","4301993","0.0-11.0-79.0","","","","","","false","","","","","","","","null","","702.5","","1","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","125","4307065","0.0-11.0-80.0","","","","","","false","","","","","","","","622","","1173.800000011921","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","126","4309897","0.0-11.0-81.0","","","","","","false","","","","","","","","null","","883","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","127","4314249","0.0-11.0-82.0","","","","","","false","","","","","","","","689","","1023.9000000059605","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","128","4316969","0.0-11.0-83.0","","","","","","false","","","","","","","","null","","929.5","","3","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","129","4321033","0.0-11.0-84.0","","","","","","false","","","","","","","","943.9000000059605","","141.69999998807907","","3","1","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","130","4324570","0.0-11.0-85.0","","","","","","false","","","","","","","","null","","1577.9000000059605","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","131","4328777","0.0-11.0-86.0","","","","","","false","","","","","","","","954.8000000119209","","367.60000002384186","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","132","4331160","0.0-11.0-87.0","","","","","","false","","","","","","","","null","","714","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","133","4335497","0.0-11.0-88.0","","","","","","false","","","","","","","","1222.5","","383.59999999403954","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","134","4339705","0.0-11.0-89.0","","","","","","false","","","","","","","","null","","2426.4000000059605","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","135","4344393","0.0-11.0-90.0","","","","","","false","","","","","","","","1362.800000011921","","167.19999998807907","","2","1","arrowright","1","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","136","4347225","0.0-11.0-91.0","","","","","","false","","","","","","","","null","","780.6999999880791","","1","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","137","4351881","0.0-11.0-92.0","","","","","","false","","","","","","","","605.7999999821186","","1437.5999999940395","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","138","4356969","0.0-11.0-93.0","","","","","","false","","","","","","","","null","","3166","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","139","4362041","0.0-11.0-94.0","","","","","","false","","","","","","","","674.4000000059605","","797.2000000178814","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","140","4364873","0.0-11.0-95.0","","","","","","false","","","","","","","","null","","895.6000000238419","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","141","4368747","0.0-11.0-96.0","","","","","","false","","","","","","","","554.5999999940395","","390.09999999403954","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","142","4371705","0.0-11.0-97.0","","","","","","false","","","","","","","","null","","1048.7000000178814","","0","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","143","4376569","0.0-11.0-98.0","","","","","","false","","","","","","","","938.7999999821186","","734.4000000059605","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","144","4379177","0.0-11.0-99.0","","","","","","false","","","","","","","","null","","1087.4000000059605","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","145","4383161","0.0-11.0-100.0","","","","","","false","","","","","","","","1057.199999988079","","368.19999998807907","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","146","4386138","0.0-11.0-101.0","","","","","","false","","","","","","","","null","","735.8000000119209","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","147","4390234","0.0-11.0-102.0","","","","","","false","","","","","","","","663.4000000059605","","814.7000000178814","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","148","4392905","0.0-11.0-103.0","","","","","","false","","","","","","","","null","","687.5999999940395","","0","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","149","4397721","0.0-11.0-104.0","","","","","","false","","","","","","","","1273.7999999821186","","251.40000000596046","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","150","4400905","0.0-11.0-105.0","","","","","","false","","","","","","","","null","","1229.199999988079","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","151","4404714","0.0-11.0-106.0","","","","","","false","","","","","","","","769.7000000178814","","326.89999997615814","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","152","4408057","0.0-11.0-107.0","","","","","","false","","","","","","","","null","","1465.0999999940395","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","153","4411930","0.0-11.0-108.0","","","","","","false","","","","","","","","718.3999999761581","","478.7000000178814","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","154","4415049","0.0-11.0-109.0","","","","","","false","","","","","","","","null","","1636","","3","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
