"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","browser_interaction","low_quality","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"sailing-trial","22","272719","0.0-7.0-0.0-1.0-2.0","","","","","","false","","","","","","","","null","","1388.5","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","23","276203","0.0-7.0-0.0-1.0-3.0","","","","","","false","","","","","","","","null","","1235","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","24","282281","0.0-7.0-0.0-2.0","","","","","","","","","","5069.799999999814","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","25","292355","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","295678","0.0-8.0-0.0-1.0","","","","","","","","","","2536.7999999998137","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","27","324468","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","28","329668","0.0-9.0-0.0-1.0-0.0","","","","","","false","","","","","","","","1437.9000000003725","","93.8999999994412","","0","1","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","29","333951","0.0-9.0-0.0-1.0-1.0","","","","","","false","","","","","","","","591.3999999994412","","928.4000000003725","","0","0","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","30","337049","0.0-9.0-0.0-1.0-2.0","","","","","","false","","","","","","","","null","","1448.5","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","340895","0.0-9.0-0.0-1.0-3.0","","","","","","false","","","","","","","","700.1999999992549","","415.59999999962747","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","344019","0.0-9.0-0.0-1.0-4.0","","","","","","false","","","","","","","","null","","1167.800000000745","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","347685","0.0-9.0-0.0-1.0-5.0","","","","","","false","","","","","","","","65.79999999981374","","660.5","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-instructions","34","372539","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","35","377568","0.0-11.0-0.0","","","","","","false","","","","","","","","1735.5","","536.5","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","36","381777","0.0-11.0-1.0","","","","","","false","","","","","","","","null","","1191.8999999994412","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","37","385803","0.0-11.0-2.0","","","","","","false","","","","","","","","953.5999999996275","","44.200000000186265","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","38","388068","0.0-11.0-3.0","","","","","","false","","","","","","","","null","","709.7000000001863","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","39","392218","0.0-11.0-4.0","","","","","","false","","","","","","","","858.5","","514.3999999994412","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","40","394611","0.0-11.0-5.0","","","","","","false","","","","","","","","null","","552.3999999994412","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","41","399002","0.0-11.0-6.0","","","","","","false","","","","","","","","671.4000000003725","","516","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","42","400866","0.0-11.0-7.0","","","","","","false","","","","","","","","null","","571.7999999998137","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","43","404240","0.0-11.0-8.0","","","","","","false","","","","","","","","641.7000000001863","","449.29999999981374","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","44","406602","0.0-11.0-9.0","","","","","","false","","","","","","","","null","","509.70000000018626","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","45","410085","0.0-11.0-10.0","","","","","","false","","","","","","","","493.90000000037253","","232","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","46","412516","0.0-11.0-11.0","","","","","","false","","","","","","","","null","","860.5999999996275","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","47","415987","0.0-11.0-12.0","","","","","","false","","","","","","","","722.5999999996275","","263.8999999994412","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","48","417592","0.0-11.0-13.0","","","","","","false","","","","","","","","null","","433.90000000037253","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","49","420907","0.0-11.0-14.0","","","","","","false","","","","","","","","691.4000000003725","","98.09999999962747","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","50","423602","0.0-11.0-15.0","","","","","","false","","","","","","","","null","","879.0999999996275","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","51","427618","0.0-11.0-16.0","","","","","","false","","","","","","","","1108.7999999998137","","45.5","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","52","429951","0.0-11.0-17.0","","","","","","false","","","","","","","","null","","531.5","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","53","433701","0.0-11.0-18.0","","","","","","false","","","","","","","","682.7999999998137","","17.199999999254942","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","54","435846","0.0-11.0-19.0","","","","","","false","","","","","","","","null","","918.5999999996275","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","55","440001","0.0-11.0-20.0","","","","","","false","","","","","","","","1406.7000000001863","","90.79999999981374","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","56","441785","0.0-11.0-21.0","","","","","","false","","","","","","","","null","","149.09999999962747","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","57","445001","0.0-11.0-22.0","","","","","","false","","","","","","","","126.8999999994412","","403.90000000037253","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","58","449003","0.0-11.0-23.0","","","","","","false","","","","","","","","null","","1009.5","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","59","452718","0.0-11.0-24.0","","","","","","false","","","","","","","","142.90000000037253","","488.70000000018626","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","60","454565","0.0-11.0-25.0","","","","","","false","","","","","","","","null","","582.9000000003725","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","61","459503","0.0-11.0-26.0","","","","","","false","","","","","","","","587.6000000005588","","349.79999999981374","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","62","463086","0.0-11.0-27.0","","","","","","false","","","","","","","","null","","566.2000000001863","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","63","467134","0.0-11.0-28.0","","","","","","false","","","","","","","","474.5","","479.1000000005588","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","64","471029","0.0-11.0-29.0","","","","","","false","","","","","","","","null","","2148.4000000003725","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","65","474350","0.0-11.0-30.0","","","","","","false","","","","","","","","441.29999999981374","","157.30000000074506","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","66","476123","0.0-11.0-31.0","","","","","","false","","","","","","","","null","","521.0999999996275","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","67","480969","0.0-11.0-32.0","","","","","","false","","","","","","","","498.79999999981374","","349.5","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","68","483286","0.0-11.0-33.0","","","","","","false","","","","","","","","null","","501.70000000018626","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","69","487034","0.0-11.0-34.0","","","","","","false","","","","","","","","563.5","","267.20000000018626","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","70","488531","0.0-11.0-35.0","","","","","","false","","","","","","","","null","","85.20000000018626","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","71","492001","0.0-11.0-36.0","","","","","","false","","","","","","","","576.2999999998137","","151.1000000005588","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","72","494367","0.0-11.0-37.0","","","","","","false","","","","","","","","null","","55.89999999944121","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","73","498133","0.0-11.0-38.0","","","","","","false","","","","","","","","514.2999999998137","","347.79999999981374","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","74","500440","0.0-11.0-39.0","","","","","","false","","","","","","","","null","","697","","1","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","75","503833","0.0-11.0-40.0","","","","","","false","","","","","","","","414.5","","161.20000000018626","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","76","505929","0.0-11.0-41.0","","","","","","false","","","","","","","","null","","451.09999999962747","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","77","510686","0.0-11.0-42.0","","","","","","false","","","","","","","","462.59999999962747","","314.09999999962747","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","78","512933","0.0-11.0-43.0","","","","","","false","","","","","","","","null","","397.59999999962747","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","79","517552","0.0-11.0-44.0","","","","","","false","","","","","","","","398.3999999994412","","230.1000000005588","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","80","519444","0.0-11.0-45.0","","","","","","false","","","","","","","","null","","277.09999999962747","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","81","523152","0.0-11.0-46.0","","","","","","false","","","","","","","","652.7999999998137","","121.1000000005588","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","82","525133","0.0-11.0-47.0","","","","","","false","","","","","","","","null","","95.59999999962747","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","83","527881","0.0-11.0-48.0","","","","","","false","","","","","","","","154.30000000074506","","64.5","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","84","529950","0.0-11.0-49.0","","","","","","false","","","","","","","","null","","382.1000000005588","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","85","532816","0.0-11.0-50.0","","","","","","false","","","","","","","","95.09999999962747","","83.70000000018626","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","86","534750","0.0-11.0-51.0","","","","","","false","","","","","","","","null","","92","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","87","537679","0.0-11.0-52.0","","","","","","false","","","","","","","","87.29999999981374","","333.6000000005588","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","88","539330","0.0-11.0-53.0","","","","","","false","","","","","","","","null","","125.6000000005588","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","89","542999","0.0-11.0-54.0","","","","","","false","","","","","","","","729.2999999998137","","207","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","90","545183","0.0-11.0-55.0","","","","","","false","","","","","","","","null","","405","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","91","548683","0.0-11.0-56.0","","","","","","false","","","","","","","","341.5","","383.40000000037253","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","92","550315","0.0-11.0-57.0","","","","","","false","","","","","","","","null","","55.60000000055879","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","93","553933","0.0-11.0-58.0","","","","","","false","","","","","","","","372.79999999981374","","444.69999999925494","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","94","555865","0.0-11.0-59.0","","","","","","false","","","","","","","","null","","64.09999999962747","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","95","558816","0.0-11.0-60.0","","","","","","false","","","","","","","","177.20000000018626","","112.79999999981374","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","96","561017","0.0-11.0-61.0","","","","","","false","","","","","","","","null","","646.0999999996275","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","97","565166","0.0-11.0-62.0","","","","","","false","","","","","","","","325.6000000005588","","777","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","98","567615","0.0-11.0-63.0","","","","","","false","","","","","","","","null","","1123.1000000005588","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","99","571566","0.0-11.0-64.0","","","","","","false","","","","","","","","637.2000000001863","","421.20000000018626","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","100","573958","0.0-11.0-65.0","","","","","","false","","","","","","","","null","","991.7999999998137","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","101","577749","0.0-11.0-66.0","","","","","","false","","","","","","","","403.3999999994412","","683.1000000005588","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","102","580283","0.0-11.0-67.0","","","","","","false","","","","","","","","null","","597.3000000007451","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","103","583252","0.0-11.0-68.0","","","","","","false","","","","","","","","421.40000000037253","","491.30000000074506","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","104","585958","0.0-11.0-69.0","","","","","","false","","","","","","","","null","","1521","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","105","588890","0.0-11.0-70.0","","","","","","false","","","","","","","","419.1000000005588","","258.80000000074506","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","106","590528","0.0-11.0-71.0","","","","","","false","","","","","","","","null","","254.09999999962747","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","107","595017","0.0-11.0-72.0","","","","","","false","","","","","","","","251","","237.8999999994412","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","108","596966","0.0-11.0-73.0","","","","","","false","","","","","","","","null","","75.20000000018626","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","109","600582","0.0-11.0-74.0","","","","","","false","","","","","","","","350.5","","231.1000000005588","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","110","602636","0.0-11.0-75.0","","","","","","false","","","","","","","","null","","513.5","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","111","606766","0.0-11.0-76.0","","","","","","false","","","","","","","","539.5","","522.4000000003725","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","112","608816","0.0-11.0-77.0","","","","","","false","","","","","","","","null","","86.29999999981374","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","113","612766","0.0-11.0-78.0","","","","","","false","","","","","","","","491.6000000005588","","367.5","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","114","614983","0.0-11.0-79.0","","","","","","false","","","","","","","","null","","394.70000000018626","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","115","618326","0.0-11.0-80.0","","","","","","false","","","","","","","","508.8999999994412","","424.20000000018626","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","116","620433","0.0-11.0-81.0","","","","","","false","","","","","","","","null","","404.59999999962747","","2","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","117","623884","0.0-11.0-82.0","","","","","","false","","","","","","","","288.59999999962747","","364.30000000074506","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","118","626232","0.0-11.0-83.0","","","","","","false","","","","","","","","null","","527.4000000003725","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","119","629866","0.0-11.0-84.0","","","","","","false","","","","","","","","505.70000000018626","","263.5","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","120","632266","0.0-11.0-85.0","","","","","","false","","","","","","","","null","","654.7999999998137","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","121","635882","0.0-11.0-86.0","","","","","","false","","","","","","","","593.2000000001863","","226.79999999981374","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","122","637733","0.0-11.0-87.0","","","","","","false","","","","","","","","null","","565.2999999998137","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","123","641365","0.0-11.0-88.0","","","","","","false","","","","","","","","463.70000000018626","","322.09999999962747","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","124","644368","0.0-11.0-89.0","","","","","","false","","","","","","","","null","","1378.2000000001863","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","125","647968","0.0-11.0-90.0","","","","","","false","","","","","","","","378.20000000018626","","223.90000000037253","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","126","650129","0.0-11.0-91.0","","","","","","false","","","","","","","","null","","653","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","127","655217","0.0-11.0-92.0","","","","","","false","","","","","","","","649.3000000007451","","413.20000000018626","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","128","657581","0.0-11.0-93.0","","","","","","false","","","","","","","","null","","643.1000000005588","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","129","661761","0.0-11.0-94.0","","","","","","false","","","","","","","","484.7000000011176","","187.40000000037253","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","130","665800","0.0-11.0-95.0","","","","","","false","","","","","","","","null","","1039","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","131","670997","0.0-11.0-96.0","","","","","","false","","","","","","","","1067","","827.5999999996275","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","132","673723","0.0-11.0-97.0","","","","","","false","","","","","","","","null","","616.5","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","133","677699","0.0-11.0-98.0","","","","","","false","","","","","","","","942.7000000011176","","211.80000000074506","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","134","679840","0.0-11.0-99.0","","","","","","false","","","","","","","","null","","908.5999999996275","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","135","683347","0.0-11.0-100.0","","","","","","false","","","","","","","","523.2000000011176","","178.60000000149012","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","136","688115","0.0-11.0-101.0","","","","","","false","","","","","","","","null","","2421.4000000003725","","2","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","137","692331","0.0-11.0-102.0","","","","","","false","","","","","","","","567.2000000011176","","432.09999999962747","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","138","695516","0.0-11.0-103.0","","","","","","false","","","","","","","","null","","1173","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","139","701114","0.0-11.0-104.0","","","","","","false","","","","","","","","798.2000000011176","","391.90000000037253","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","140","703865","0.0-11.0-105.0","","","","","","false","","","","","","","","null","","981.3999999985099","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","141","707872","0.0-11.0-106.0","","","","","","false","","","","","","","","1113.5","","480.19999999925494","","1","0","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","142","709662","0.0-11.0-107.0","","","","","","false","","","","","","","","null","","545.5999999996275","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","143","713330","0.0-11.0-108.0","","","","","","false","","","","","","","","541","","253.7000000011176","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","144","715697","0.0-11.0-109.0","","","","","","false","","","","","","","","null","","620.3000000007451","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","145","719306","0.0-11.0-110.0","","","","","","false","","","","","","","","599.6999999992549","","410.80000000074506","","1","0","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","146","721930","0.0-11.0-111.0","","","","","","false","","","","","","","","null","","828.1999999992549","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","147","725548","0.0-11.0-112.0","","","","","","false","","","","","","","","575.3999999985099","","250.80000000074506","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","148","727882","0.0-11.0-113.0","","","","","","false","","","","","","","","null","","584.1000000014901","","2","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","149","731397","0.0-11.0-114.0","","","","","","false","","","","","","","","396.80000000074506","","101.60000000149012","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","150","733249","0.0-11.0-115.0","","","","","","false","","","","","","","","null","","637.5999999996275","","1","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
