,index,subject_id,task_part,rt,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,ground_truth,age,subject_condition,rest,response0,response1,is_optimal_first,is_optimal_second,categorical_age,trial_bin
14485,335,8584,value training,"[693,594]",False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,15
14486,337,8584,value training,"[1022,525]",False,./assets/img/ocean/memory/6.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,15
14487,339,8584,value training,"[1471,480]",False,./assets/img/ocean/memory/10.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,20
14488,341,8584,value training,"[629,418]",False,./assets/img/ocean/memory/40.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,20
14490,345,8584,value training,"[694,362]",False,./assets/img/ocean/memory/33.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,20
14491,347,8584,value training,"[776,464]",False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,20
14492,349,8584,value training,"[461,794]",False,./assets/img/ocean/memory/31.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,20
14493,351,8584,value training,"[899,863]",False,./assets/img/ocean/memory/40.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,25
14496,357,8584,value training,"[473,516.0000000002328]",False,./assets/img/ocean/memory/30.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,25
14497,359,8584,value training,"[852,499]",False,./assets/img/ocean/memory/11.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,25
14498,361,8584,value training,"[738,813.0000000002328]",False,./assets/img/ocean/memory/32.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,25
14499,363,8584,value training,"[759,632]",False,./assets/img/ocean/memory/37.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,30
14500,365,8584,value training,"[638,510]",False,./assets/img/ocean/memory/31.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,30
14503,371,8584,value training,"[1289.9999999997672,840]",False,./assets/img/ocean/memory/9.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,30
14505,375,8584,value training,"[641,949.9999999997672]",False,./assets/img/ocean/memory/30.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,30
14506,377,8584,value training,"[1630,1207]",False,./assets/img/ocean/memory/41.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,30
14507,379,8584,value training,"[835,693]",False,./assets/img/ocean/memory/39.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",36,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,35
14508,381,8584,value training,"[822,432]",False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",37,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,35
14509,383,8584,value training,"[1101,732.9999999997672]",False,./assets/img/ocean/memory/7.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",38,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,35
14510,385,8584,value training,"[641,1127]",False,./assets/img/ocean/memory/38.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",39,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,35
14511,387,8584,value training,"[912,351]",False,./assets/img/ocean/memory/10.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",40,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,35
14512,389,8584,value training,"[757,785]",False,./assets/img/ocean/memory/27.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",41,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,40
14513,391,8584,value training,"[984,902]",False,./assets/img/ocean/memory/39.jpg,ocean,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",42,,11.51,7,norest,ArrowUp,ArrowLeft,True,True,Children,40
14632,121,10172,value training,"[1873.3999999985099,1413.3999999985099]",False,./assets/img/canyon/memory/26.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,0
14633,123,10172,value training,"[1146.9000000022352,1338.199999999255]",False,./assets/img/canyon/memory/17.jpg,canyon,5.0,False,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,7.25,8,norest,ArrowDown,ArrowLeft,False,False,Children,0
14634,125,10172,value training,"[1005.7000000029802,1234.5]",False,./assets/img/canyon/memory/13.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,0
14635,127,10172,value training,"[677.1999999992549,729.9000000022352]",False,./assets/img/canyon/memory/35.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,0
14636,129,10172,value training,"[1358.699999999255,497.6000000014901]",False,./assets/img/canyon/memory/12.jpg,canyon,10.0,False,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,7.25,8,norest,ArrowUp,ArrowRight,True,True,Children,0
14637,131,10172,value training,"[948.5,621.2000000029802]",False,./assets/img/canyon/memory/19.jpg,canyon,17.0,False,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",6,,7.25,8,norest,ArrowDown,ArrowRight,False,False,Children,5
14638,133,10172,value training,"[1195,1031.6000000014901]",False,./assets/img/canyon/memory/3.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",7,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,5
14639,135,10172,value training,"[1719.5,761]",False,./assets/img/canyon/memory/40.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",8,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,5
14641,139,10172,value training,"[920.6999999992549,660.5999999977648]",False,./assets/img/canyon/memory/13.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",10,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,5
14643,143,10172,value training,"[869,478.19999999925494]",False,./assets/img/canyon/memory/4.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",11,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,10
14644,145,10172,value training,"[945.8999999985099,351.6000000014901]",False,./assets/img/canyon/memory/0.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",12,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,10
14645,147,10172,value training,"[596.9000000022352,1807.6000000014901]",False,./assets/img/canyon/memory/35.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",13,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,10
14646,149,10172,value training,"[1077.4000000022352,338.5999999977648]",False,./assets/img/canyon/memory/11.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",14,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,10
14647,151,10172,value training,"[857,351.0999999977648]",False,./assets/img/canyon/memory/12.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",15,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,10
14648,153,10172,value training,"[1379.3999999985099,378.5999999977648]",False,./assets/img/canyon/memory/7.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",16,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,15
14650,157,10172,value training,"[676.5,427.8999999985099]",False,./assets/img/canyon/memory/5.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,15
14652,161,10172,value training,"[964.2000000029802,1005.8000000007451]",False,./assets/img/canyon/memory/31.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,15
14653,163,10172,value training,"[1428.9000000022352,368.69999999925494]",False,./assets/img/canyon/memory/11.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,15
14654,165,10172,value training,"[820.0999999977648,491.5]",False,./assets/img/canyon/memory/7.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,15
14655,167,10172,value training,"[1296.9000000022352,398.6000000014901]",False,./assets/img/canyon/memory/30.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,20
14656,169,10172,value training,"[800.5,401.8999999985099]",False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,20
14657,171,10172,value training,"[952,935.0999999977648]",False,./assets/img/canyon/memory/38.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,20
14658,173,10172,value training,"[986.3000000007451,331.5]",False,./assets/img/canyon/memory/5.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,20
14659,175,10172,value training,"[939.1000000014901,416.6000000014901]",False,./assets/img/canyon/memory/41.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,20
14660,177,10172,value training,"[1241.9000000022352,535.0999999977648]",False,./assets/img/canyon/memory/26.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,25
14663,183,10172,value training,"[984.2000000029802,346]",False,./assets/img/canyon/memory/19.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",27,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,25
14664,185,10172,value training,"[852.2999999970198,462.5999999977648]",False,./assets/img/canyon/memory/1.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,25
14666,189,10172,value training,"[1592.199999999255,510.69999999925494]",False,./assets/img/canyon/memory/41.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,25
14667,191,10172,value training,"[1001.6999999992549,524.8999999985099]",False,./assets/img/canyon/memory/1.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,25
14668,193,10172,value training,"[768.1999999992549,397.5]",False,./assets/img/canyon/memory/30.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,30
14669,195,10172,value training,"[934,419.5]",False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,30
14670,197,10172,value training,"[953.3000000007451,647.3999999985099]",False,./assets/img/canyon/memory/0.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,30
14671,199,10172,value training,"[841.6999999992549,828.8000000007451]",False,./assets/img/canyon/memory/6.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,30
14672,201,10172,value training,"[819.6000000014901,573.6999999992549]",False,./assets/img/canyon/memory/31.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,30
14673,203,10172,value training,"[1087.8999999985099,719.0999999977648]",False,./assets/img/canyon/memory/34.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",36,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,35
14675,207,10172,value training,"[886.1000000014901,495.30000000074506]",False,./assets/img/canyon/memory/6.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",37,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,35
14676,209,10172,value training,"[797.6999999992549,680.6999999992549]",False,./assets/img/canyon/memory/3.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",38,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,35
14677,211,10172,value training,"[964.3999999985099,565.2999999970198]",False,./assets/img/canyon/memory/17.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",39,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,35
14678,213,10172,value training,"[922.3000000007451,359.4000000022352]",False,./assets/img/canyon/memory/4.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",40,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,35
14679,215,10172,value training,"[913.3000000007451,408.69999999925494]",False,./assets/img/canyon/memory/38.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",41,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,40
14681,219,10172,value training,"[739.8000000007451,526.8000000007451]",False,./assets/img/canyon/memory/40.jpg,canyon,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",42,,7.25,8,norest,ArrowUp,ArrowLeft,True,True,Children,40
14712,296,10172,value training,"[1527.0999999977648,844.5999999977648]",False,./assets/img/ocean/memory/30.jpg,ocean,10.0,False,False,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",1,,7.25,8,norest,ArrowUp,ArrowRight,False,False,Children,0
14713,298,10172,value training,"[596.3999999985099,671.1000000014901]",False,./assets/img/ocean/memory/6.jpg,ocean,23.0,False,False,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,7.25,8,norest,ArrowUp,ArrowLeft,False,False,Children,0
14714,300,10172,value training,"[947.8000000007451,681]",False,./assets/img/ocean/memory/41.jpg,ocean,8.0,False,False,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,7.25,8,norest,ArrowDown,ArrowLeft,True,True,Children,0
14715,302,10172,value training,"[1132.1000000014901,567.6999999992549]",False,./assets/img/ocean/memory/11.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,0
14716,304,10172,value training,"[709,835.9000000022352]",False,./assets/img/ocean/memory/19.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,0
14717,306,10172,value training,"[1726.300000000745,637.7000000029802]",False,./assets/img/ocean/memory/4.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,5
14718,308,10172,value training,"[806.8999999985099,481.5]",False,./assets/img/ocean/memory/13.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,5
14720,312,10172,value training,"[897.6000000014901,480.80000000074506]",False,./assets/img/ocean/memory/3.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,5
14721,314,10172,value training,"[993,840.6000000014901]",False,./assets/img/ocean/memory/5.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,5
14722,316,10172,value training,"[846,495.1000000014901]",False,./assets/img/ocean/memory/38.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,5
14723,318,10172,value training,"[972.0999999977648,840.2999999970198]",False,./assets/img/ocean/memory/31.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,10
14724,320,10172,value training,"[762,708.8000000007451]",False,./assets/img/ocean/memory/6.jpg,ocean,30.0,False,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,7.25,8,norest,ArrowDown,ArrowRight,True,True,Children,10
