,level_0,index,subject_id,task_part,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,ground_truth,age,gender,subject_condition,rest,rt0,rt1,response0,response1,is_optimal_first,is_optimal_second,optimal_score,categorical_age,trial_bin,is_optimal
2002,18,150,7277,value training,False,./assets/img/ocean/memory/28.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,9.85,Female,4,rest,425.2999999821186,311.69999998807907,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
2003,19,152,7277,value training,False,./assets/img/ocean/memory/24.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,9.85,Female,4,rest,478.0,237.0,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
2004,20,154,7277,value training,False,./assets/img/ocean/memory/12.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,9.85,Female,4,rest,530.7000000178814,314.0,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
2005,21,156,7277,value training,False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,9.85,Female,4,rest,552.3000000119209,390.80000001192093,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
2007,23,160,7277,value training,False,./assets/img/ocean/memory/16.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,9.85,Female,4,rest,377.90000000596046,641.0,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
2008,24,162,7277,value training,False,./assets/img/ocean/memory/33.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,9.85,Female,4,rest,398.7999999821186,302.2999999821186,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
2009,25,164,7277,value training,False,./assets/img/ocean/memory/37.jpg,ocean,10.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,9.85,Female,4,rest,314.59999999403954,306.0,ArrowUp,ArrowRight,True,False,26.0,Children,20,False
2010,26,166,7277,value training,False,./assets/img/ocean/memory/2.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,9.85,Female,4,rest,518.9000000059605,398.40000000596046,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
2013,29,172,7277,value training,False,./assets/img/ocean/memory/15.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,9.85,Female,4,rest,908.7999999821186,387.7000000178814,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
2014,30,174,7277,value training,False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,9.85,Female,4,rest,1088.7000000178814,663.2999999821186,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
2015,31,176,7277,value training,False,./assets/img/ocean/memory/32.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",27,,9.85,Female,4,rest,508.60000002384186,301.10000002384186,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
2016,32,178,7277,value training,False,./assets/img/ocean/memory/12.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,9.85,Female,4,rest,570.5,378.0,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
2018,34,182,7277,value training,False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,9.85,Female,4,rest,597.9000000059605,317.2000000178814,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
2019,35,184,7277,value training,False,./assets/img/ocean/memory/22.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,9.85,Female,4,rest,362.0,376.5,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
2020,36,186,7277,value training,False,./assets/img/ocean/memory/7.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,9.85,Female,4,rest,445.90000000596046,333.2000000178814,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
2021,37,188,7277,value training,False,./assets/img/ocean/memory/13.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,9.85,Female,4,rest,515.0999999940395,505.7999999821186,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
2022,38,190,7277,value training,False,./assets/img/ocean/memory/7.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,9.85,Female,4,rest,696.0,383.19999998807907,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
2024,40,194,7277,value training,False,./assets/img/ocean/memory/20.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,9.85,Female,4,rest,593.5,512.1999999880791,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
2026,42,198,7277,value training,False,./assets/img/ocean/memory/28.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,9.85,Female,4,rest,451.2999999821186,458.19999998807907,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
2027,43,200,7277,value training,False,./assets/img/ocean/memory/31.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",36,,9.85,Female,4,rest,559.5999999940395,358.69999998807907,ArrowUp,ArrowLeft,True,True,26.0,Children,35,True
2028,44,202,7277,value training,False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",37,,9.85,Female,4,rest,451.5,466.09999999403954,ArrowUp,ArrowLeft,True,True,26.0,Children,35,True
2029,45,204,7277,value training,False,./assets/img/ocean/memory/34.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",38,,9.85,Female,4,rest,510.7999999821186,549.9000000059605,ArrowUp,ArrowLeft,True,True,26.0,Children,35,True
2030,46,206,7277,value training,False,./assets/img/ocean/memory/2.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",39,,9.85,Female,4,rest,618.7000000178814,353.60000002384186,ArrowUp,ArrowLeft,True,True,26.0,Children,35,True
2031,47,208,7277,value training,False,./assets/img/ocean/memory/39.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",40,,9.85,Female,4,rest,479.59999999403954,312.90000000596046,ArrowUp,ArrowLeft,True,True,26.0,Children,35,True
2032,48,210,7277,value training,False,./assets/img/ocean/memory/31.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",41,,9.85,Female,4,rest,852.9000000059605,371.59999999403954,ArrowUp,ArrowLeft,True,True,26.0,Children,40,True
2033,49,212,7277,value training,False,./assets/img/ocean/memory/22.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",42,,9.85,Female,4,rest,543.5,382.69999998807907,ArrowUp,ArrowLeft,True,True,26.0,Children,40,True
2064,80,283,7277,value training,False,./assets/img/canyon/memory/7.jpg,canyon,10.0,False,False,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",1,,9.85,Female,4,rest,877.0,631.0999999940395,ArrowUp,ArrowRight,False,False,30.0,Children,0,False
2065,81,285,7277,value training,False,./assets/img/canyon/memory/39.jpg,canyon,23.0,False,False,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,9.85,Female,4,rest,851.7000000178814,538.3000000119209,ArrowUp,ArrowLeft,False,True,30.0,Children,0,False
2066,82,287,7277,value training,False,./assets/img/canyon/memory/12.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,9.85,Female,4,rest,392.09999999403954,537.5,ArrowDown,ArrowRight,True,True,30.0,Children,0,True
2067,83,289,7277,value training,False,./assets/img/canyon/memory/4.jpg,canyon,8.0,False,False,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,9.85,Female,4,rest,643.2000000178814,294.5,ArrowDown,ArrowLeft,True,False,30.0,Children,0,False
2068,84,291,7277,value training,False,./assets/img/canyon/memory/27.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,9.85,Female,4,rest,536.5999999940395,299.59999999403954,ArrowDown,ArrowRight,True,True,30.0,Children,0,True
2069,85,293,7277,value training,False,./assets/img/canyon/memory/22.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,9.85,Female,4,rest,504.90000000596046,296.60000002384186,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
2070,86,295,7277,value training,False,./assets/img/canyon/memory/34.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,9.85,Female,4,rest,1142.800000011921,413.7999999821186,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
2071,87,297,7277,value training,False,./assets/img/canyon/memory/31.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,9.85,Female,4,rest,554.4000000059605,529.5999999940395,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
2072,88,299,7277,value training,False,./assets/img/canyon/memory/34.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,9.85,Female,4,rest,639.8000000119209,406.69999998807907,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
2073,89,301,7277,value training,False,./assets/img/canyon/memory/3.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,9.85,Female,4,rest,435.40000000596046,698.9000000059605,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
2074,90,303,7277,value training,False,./assets/img/canyon/memory/7.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,9.85,Female,4,rest,632.5,431.60000002384186,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
2075,91,305,7277,value training,False,./assets/img/canyon/memory/32.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,9.85,Female,4,rest,548.1000000238419,531.3000000119209,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
2076,92,307,7277,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,9.85,Female,4,rest,896.4000000059605,1143.7000000178814,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
2077,93,309,7277,value training,False,./assets/img/canyon/memory/15.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,9.85,Female,4,rest,582.3000000119209,548.5,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
2078,94,311,7277,value training,False,./assets/img/canyon/memory/20.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,9.85,Female,4,rest,530.3000000119209,626.0999999940395,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
2079,95,313,7277,value training,False,./assets/img/canyon/memory/15.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,9.85,Female,4,rest,1022.0999999940395,1189.300000011921,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
2080,96,315,7277,value training,False,./assets/img/canyon/memory/16.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,9.85,Female,4,rest,1626.300000011921,473.59999999403954,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
2081,97,317,7277,value training,False,./assets/img/canyon/memory/27.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",18,,9.85,Female,4,rest,978.3000000119209,384.60000002384186,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
2082,98,319,7277,value training,False,./assets/img/canyon/memory/4.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",19,,9.85,Female,4,rest,662.0999999940395,333.69999998807907,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
2087,103,329,7277,value training,False,./assets/img/canyon/memory/28.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",20,,9.85,Female,4,rest,638.1999999880791,484.7999999821186,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
2088,104,331,7277,value training,False,./assets/img/canyon/memory/32.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",21,,9.85,Female,4,rest,499.0,475.69999998807907,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
2089,105,333,7277,value training,False,./assets/img/canyon/memory/39.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",22,,9.85,Female,4,rest,471.10000002384186,398.90000000596046,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
2090,106,335,7277,value training,False,./assets/img/canyon/memory/3.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",23,,9.85,Female,4,rest,429.0,660.0999999940395,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
2091,107,337,7277,value training,False,./assets/img/canyon/memory/11.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",24,,9.85,Female,4,rest,829.7999999821186,444.69999998807907,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
2092,108,339,7277,value training,False,./assets/img/canyon/memory/31.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",25,,9.85,Female,4,rest,642.3000000119209,641.6999999880791,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
2094,110,343,7277,value training,False,./assets/img/canyon/memory/24.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",26,,9.85,Female,4,rest,589.2999999821186,547.8999999761581,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
2096,112,347,7277,value training,False,./assets/img/canyon/memory/20.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",27,,9.85,Female,4,rest,573.8000000119209,340.59999999403954,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
2097,113,349,7277,value training,False,./assets/img/canyon/memory/1.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",28,,9.85,Female,4,rest,610.3000000119209,601.0999999940395,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
2098,114,351,7277,value training,False,./assets/img/canyon/memory/12.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",29,,9.85,Female,4,rest,623.3000000119209,542.9000000059605,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
2099,115,353,7277,value training,False,./assets/img/canyon/memory/16.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",30,,9.85,Female,4,rest,628.2999999821186,635.3999999761581,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
2100,116,355,7277,value training,False,./assets/img/canyon/memory/1.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",31,,9.85,Female,4,rest,553.3000000119209,1000.2999999821186,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
2101,117,357,7277,value training,False,./assets/img/canyon/memory/2.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",32,,9.85,Female,4,rest,1011.6999999880791,306.39999997615814,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
2102,118,359,7277,value training,False,./assets/img/canyon/memory/37.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",33,,9.85,Female,4,rest,647.8000000119209,398.7000000178814,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
2103,119,361,7277,value training,False,./assets/img/canyon/memory/13.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",34,,9.85,Female,4,rest,436.19999998807907,619.5999999940395,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
2104,120,363,7277,value training,False,./assets/img/canyon/memory/24.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",35,,9.85,Female,4,rest,639.0999999940395,566.1000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
2106,122,367,7277,value training,False,./assets/img/canyon/memory/2.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",36,,9.85,Female,4,rest,504.19999998807907,454.7999999821186,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
2107,123,369,7277,value training,False,./assets/img/canyon/memory/37.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",37,,9.85,Female,4,rest,476.2999999821186,475.19999998807907,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
2109,125,373,7277,value training,False,./assets/img/canyon/memory/11.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",38,,9.85,Female,4,rest,958.0,316.09999999403954,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
2110,126,375,7277,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",39,,9.85,Female,4,rest,1220.699999988079,532.5,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
2111,127,377,7277,value training,False,./assets/img/canyon/memory/22.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",40,,9.85,Female,4,rest,384.90000000596046,424.7999999821186,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
2112,128,379,7277,value training,False,./assets/img/canyon/memory/28.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",41,,9.85,Female,4,rest,551.7000000178814,660.5999999940395,ArrowDown,ArrowRight,True,True,30.0,Children,40,True
2113,129,381,7277,value training,False,./assets/img/canyon/memory/13.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",42,,9.85,Female,4,rest,663.8000000119209,606.5999999940395,ArrowDown,ArrowRight,True,True,30.0,Children,40,True
2232,0,115,7289,value training,False,./assets/img/ocean/memory/22.jpg,ocean,10.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,10.91,Female,4,rest,1191.0,1005.0,ArrowUp,ArrowRight,True,False,26.0,Children,0,False
2233,1,117,7289,value training,False,./assets/img/ocean/memory/39.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,10.91,Female,4,rest,1061.0,529.0,ArrowUp,ArrowLeft,True,True,26.0,Children,0,True
2234,2,119,7289,value training,False,./assets/img/ocean/memory/2.jpg,ocean,5.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,10.91,Female,4,rest,525.0,489.0000000001164,ArrowDown,ArrowLeft,False,False,26.0,Children,0,False
2235,3,121,7289,value training,False,./assets/img/ocean/memory/9.jpg,ocean,17.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,10.91,Female,4,rest,350.0,343.0,ArrowDown,ArrowRight,False,True,26.0,Children,0,False
2236,4,123,7289,value training,False,./assets/img/ocean/memory/38.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,10.91,Female,4,rest,338.0,332.0,ArrowUp,ArrowLeft,True,True,26.0,Children,0,True
